phc_id,medicine_id,feature,importance
PHC_UMERKOTE,ARTESUNATE,Inventory Run-Rate Coverage,0.382
PHC_UMERKOTE,ARTESUNATE,Emergency Surge Multiplier,0.271
PHC_UMERKOTE,ARTESUNATE,Supplier Resupply Lead-Time,0.17
PHC_UMERKOTE,ARTESUNATE,Monsoon Road Inundation Index,0.101
PHC_UMERKOTE,ARTESUNATE,Weekly Outpatient Footfall Velocity,0.076
PHC_UMERKOTE,AMOXICILLIN,Inventory Run-Rate Coverage,0.386
PHC_UMERKOTE,AMOXICILLIN,Emergency Surge Multiplier,0.266
PHC_UMERKOTE,AMOXICILLIN,Supplier Resupply Lead-Time,0.167
PHC_UMERKOTE,AMOXICILLIN,Monsoon Road Inundation Index,0.122
PHC_UMERKOTE,AMOXICILLIN,Weekly Outpatient Footfall Velocity,0.059
PHC_UMERKOTE,OXYTOCIN,Inventory Run-Rate Coverage,0.375
PHC_UMERKOTE,OXYTOCIN,Emergency Surge Multiplier,0.269
PHC_UMERKOTE,OXYTOCIN,Supplier Resupply Lead-Time,0.152
PHC_UMERKOTE,OXYTOCIN,Monsoon Road Inundation Index,0.099
PHC_UMERKOTE,OXYTOCIN,Weekly Outpatient Footfall Velocity,0.105
PHC_UMERKOTE,RABIES_VACCINE,Inventory Run-Rate Coverage,0.369
PHC_UMERKOTE,RABIES_VACCINE,Emergency Surge Multiplier,0.292
PHC_UMERKOTE,RABIES_VACCINE,Supplier Resupply Lead-Time,0.141
PHC_UMERKOTE,RABIES_VACCINE,Monsoon Road Inundation Index,0.1
PHC_UMERKOTE,RABIES_VACCINE,Weekly Outpatient Footfall Velocity,0.098
PHC_UMERKOTE,PARACETAMOL,Inventory Run-Rate Coverage,0.391
PHC_UMERKOTE,PARACETAMOL,Emergency Surge Multiplier,0.258
PHC_UMERKOTE,PARACETAMOL,Supplier Resupply Lead-Time,0.162
PHC_UMERKOTE,PARACETAMOL,Monsoon Road Inundation Index,0.121
PHC_UMERKOTE,PARACETAMOL,Weekly Outpatient Footfall Velocity,0.068
PHC_UMERKOTE,SNAKE_ANTIVENOM,Inventory Run-Rate Coverage,0.352
PHC_UMERKOTE,SNAKE_ANTIVENOM,Emergency Surge Multiplier,0.247
PHC_UMERKOTE,SNAKE_ANTIVENOM,Supplier Resupply Lead-Time,0.167
PHC_UMERKOTE,SNAKE_ANTIVENOM,Monsoon Road Inundation Index,0.133
PHC_UMERKOTE,SNAKE_ANTIVENOM,Weekly Outpatient Footfall Velocity,0.101
PHC_PAPADAHANDI,ORS_ZINC,Inventory Run-Rate Coverage,0.377
PHC_PAPADAHANDI,ORS_ZINC,Emergency Surge Multiplier,0.276
PHC_PAPADAHANDI,ORS_ZINC,Supplier Resupply Lead-Time,0.159
PHC_PAPADAHANDI,ORS_ZINC,Monsoon Road Inundation Index,0.107
PHC_PAPADAHANDI,ORS_ZINC,Weekly Outpatient Footfall Velocity,0.081
PHC_PAPADAHANDI,ARTESUNATE,Inventory Run-Rate Coverage,0.373
PHC_PAPADAHANDI,ARTESUNATE,Emergency Surge Multiplier,0.277
PHC_PAPADAHANDI,ARTESUNATE,Supplier Resupply Lead-Time,0.147
PHC_PAPADAHANDI,ARTESUNATE,Monsoon Road Inundation Index,0.099
PHC_PAPADAHANDI,ARTESUNATE,Weekly Outpatient Footfall Velocity,0.104
PHC_PAPADAHANDI,AMOXICILLIN,Inventory Run-Rate Coverage,0.354
PHC_PAPADAHANDI,AMOXICILLIN,Emergency Surge Multiplier,0.262
PHC_PAPADAHANDI,AMOXICILLIN,Supplier Resupply Lead-Time,0.156
PHC_PAPADAHANDI,AMOXICILLIN,Monsoon Road Inundation Index,0.132
PHC_PAPADAHANDI,AMOXICILLIN,Weekly Outpatient Footfall Velocity,0.096
PHC_PAPADAHANDI,OXYTOCIN,Inventory Run-Rate Coverage,0.395
PHC_PAPADAHANDI,OXYTOCIN,Emergency Surge Multiplier,0.27
PHC_PAPADAHANDI,OXYTOCIN,Supplier Resupply Lead-Time,0.161
PHC_PAPADAHANDI,OXYTOCIN,Monsoon Road Inundation Index,0.124
PHC_PAPADAHANDI,OXYTOCIN,Weekly Outpatient Footfall Velocity,0.05
PHC_PAPADAHANDI,RABIES_VACCINE,Inventory Run-Rate Coverage,0.396
PHC_PAPADAHANDI,RABIES_VACCINE,Emergency Surge Multiplier,0.273
PHC_PAPADAHANDI,RABIES_VACCINE,Supplier Resupply Lead-Time,0.143
PHC_PAPADAHANDI,RABIES_VACCINE,Monsoon Road Inundation Index,0.098
PHC_PAPADAHANDI,RABIES_VACCINE,Weekly Outpatient Footfall Velocity,0.09
PHC_PAPADAHANDI,PARACETAMOL,Inventory Run-Rate Coverage,0.377
PHC_PAPADAHANDI,PARACETAMOL,Emergency Surge Multiplier,0.257
PHC_PAPADAHANDI,PARACETAMOL,Supplier Resupply Lead-Time,0.134
PHC_PAPADAHANDI,PARACETAMOL,Monsoon Road Inundation Index,0.146
PHC_PAPADAHANDI,PARACETAMOL,Weekly Outpatient Footfall Velocity,0.086
PHC_PAPADAHANDI,SNAKE_ANTIVENOM,Inventory Run-Rate Coverage,0.386
PHC_PAPADAHANDI,SNAKE_ANTIVENOM,Emergency Surge Multiplier,0.247
PHC_PAPADAHANDI,SNAKE_ANTIVENOM,Supplier Resupply Lead-Time,0.174
PHC_PAPADAHANDI,SNAKE_ANTIVENOM,Monsoon Road Inundation Index,0.095
PHC_PAPADAHANDI,SNAKE_ANTIVENOM,Weekly Outpatient Footfall Velocity,0.098
PHC_JHARIGAON,ORS_ZINC,Inventory Run-Rate Coverage,0.373
PHC_JHARIGAON,ORS_ZINC,Emergency Surge Multiplier,0.262
PHC_JHARIGAON,ORS_ZINC,Supplier Resupply Lead-Time,0.154
PHC_JHARIGAON,ORS_ZINC,Monsoon Road Inundation Index,0.115
PHC_JHARIGAON,ORS_ZINC,Weekly Outpatient Footfall Velocity,0.096
PHC_JHARIGAON,ARTESUNATE,Inventory Run-Rate Coverage,0.419
PHC_JHARIGAON,ARTESUNATE,Emergency Surge Multiplier,0.278
PHC_JHARIGAON,ARTESUNATE,Supplier Resupply Lead-Time,0.142
PHC_JHARIGAON,ARTESUNATE,Monsoon Road Inundation Index,0.098
PHC_JHARIGAON,ARTESUNATE,Weekly Outpatient Footfall Velocity,0.063
PHC_JHARIGAON,AMOXICILLIN,Inventory Run-Rate Coverage,0.383
PHC_JHARIGAON,AMOXICILLIN,Emergency Surge Multiplier,0.267
PHC_JHARIGAON,AMOXICILLIN,Supplier Resupply Lead-Time,0.144
PHC_JHARIGAON,AMOXICILLIN,Monsoon Road Inundation Index,0.128
PHC_JHARIGAON,AMOXICILLIN,Weekly Outpatient Footfall Velocity,0.078
PHC_JHARIGAON,OXYTOCIN,Inventory Run-Rate Coverage,0.387
PHC_JHARIGAON,OXYTOCIN,Emergency Surge Multiplier,0.254
PHC_JHARIGAON,OXYTOCIN,Supplier Resupply Lead-Time,0.181
PHC_JHARIGAON,OXYTOCIN,Monsoon Road Inundation Index,0.1
PHC_JHARIGAON,OXYTOCIN,Weekly Outpatient Footfall Velocity,0.078
PHC_JHARIGAON,RABIES_VACCINE,Inventory Run-Rate Coverage,0.374
PHC_JHARIGAON,RABIES_VACCINE,Emergency Surge Multiplier,0.276
PHC_JHARIGAON,RABIES_VACCINE,Supplier Resupply Lead-Time,0.163
PHC_JHARIGAON,RABIES_VACCINE,Monsoon Road Inundation Index,0.133
PHC_JHARIGAON,RABIES_VACCINE,Weekly Outpatient Footfall Velocity,0.054
PHC_JHARIGAON,PARACETAMOL,Inventory Run-Rate Coverage,0.396
PHC_JHARIGAON,PARACETAMOL,Emergency Surge Multiplier,0.283
PHC_JHARIGAON,PARACETAMOL,Supplier Resupply Lead-Time,0.139
PHC_JHARIGAON,PARACETAMOL,Monsoon Road Inundation Index,0.115
PHC_JHARIGAON,PARACETAMOL,Weekly Outpatient Footfall Velocity,0.067
PHC_JHARIGAON,SNAKE_ANTIVENOM,Inventory Run-Rate Coverage,0.383
PHC_JHARIGAON,SNAKE_ANTIVENOM,Emergency Surge Multiplier,0.261
PHC_JHARIGAON,SNAKE_ANTIVENOM,Supplier Resupply Lead-Time,0.159
PHC_JHARIGAON,SNAKE_ANTIVENOM,Monsoon Road Inundation Index,0.096
PHC_JHARIGAON,SNAKE_ANTIVENOM,Weekly Outpatient Footfall Velocity,0.101
